Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
BOLAVEN,2018,1,2,0,TD,940,12230,1002,25,1801,0001
BOLAVEN,2018,1,2,6,TD,950,12060,1002,25,1801,0001
BOLAVEN,2018,1,2,12,TD,950,11910,1000,30,1801,0001
BOLAVEN,2018,1,2,18,TD,970,11740,1000,30,1801,0001
BOLAVEN,2018,1,3,0,TD,1030,11590,1000,30,1801,0001
BOLAVEN,2018,1,3,6,TS,1090,11480,998,35,1801,0001
BOLAVEN,2018,1,3,12,TS,1120,11330,998,35,1801,0001
BOLAVEN,2018,1,3,18,TS,1150,11220,998,35,1801,0001
BOLAVEN,2018,1,4,0,TD,1220,11100,1002,25,1801,0001
SANBA,2018,2,11,0,TD,660,13660,1002,25,1802,0002
SANBA,2018,2,11,6,TD,700,13600,998,30,1802,0002
SANBA,2018,2,11,12,TD,700,13440,998,30,1802,0002
SANBA,2018,2,11,18,TD,710,13320,998,30,1802,0002
SANBA,2018,2,12,0,TD,700,13180,998,30,1802,0002
SANBA,2018,2,12,6,TD,710,13050,998,30,1802,0002
SANBA,2018,2,12,12,TD,770,12900,998,30,1802,0002
SANBA,2018,2,12,18,TS,810,12790,995,35,1802,0002
SANBA,2018,2,13,0,TS,880,12600,995,35,1802,0002
SANBA,2018,2,13,6,TS,920,12470,995,35,1802,0002
SANBA,2018,2,13,12,TD,900,12340,998,30,1802,0002
SANBA,2018,2,13,18,TD,870,12150,998,30,1802,0002
SANBA,2018,2,14,0,TD,830,12000,998,25,1802,0002
SANBA,2018,2,14,6,TD,800,11950,1002,25,1802,0002
JELAWAT,2018,3,25,6,TD,640,14040,1000,25,1803,0003
JELAWAT,2018,3,25,12,TD,680,13880,998,30,1803,0003
JELAWAT,2018,3,25,18,TS,700,13840,995,35,1803,0003
JELAWAT,2018,3,26,0,TS,770,13740,995,35,1803,0003
JELAWAT,2018,3,26,6,TS,810,13660,995,35,1803,0003
JELAWAT,2018,3,26,12,TS,890,13610,995,35,1803,0003
JELAWAT,2018,3,26,18,TS,960,13530,995,35,1803,0003
JELAWAT,2018,3,27,0,TS,970,13500,995,35,1803,0003
JELAWAT,2018,3,27,6,TS,970,13510,995,35,1803,0003
JELAWAT,2018,3,27,12,TS,1010,13540,995,35,1803,0003
JELAWAT,2018,3,27,18,TS,1100,13530,990,40,1803,0003
JELAWAT,2018,3,28,0,TS,1200,13540,990,40,1803,0003
JELAWAT,2018,3,28,6,TS,1360,13480,988,45,1803,0003
JELAWAT,2018,3,28,12,TS,1420,13520,988,45,1803,0003
JELAWAT,2018,3,28,18,STS,1490,13520,984,50,1803,0003
JELAWAT,2018,3,29,0,STS,1520,13530,984,50,1803,0003
JELAWAT,2018,3,29,6,STS,1530,13570,984,50,1803,0003
JELAWAT,2018,3,29,12,STS,1530,13620,984,50,1803,0003
JELAWAT,2018,3,29,18,STS,1540,13670,980,60,1803,0003
JELAWAT,2018,3,30,0,T,1570,13740,965,70,1803,0003
JELAWAT,2018,3,30,6,ST,1620,13810,940,95,1803,0003
JELAWAT,2018,3,30,12,SuperT,1670,13890,930,105,1803,0003
JELAWAT,2018,3,30,18,ST,1750,13970,935,95,1803,0003
JELAWAT,2018,3,31,0,ST,1820,14080,950,85,1803,0003
JELAWAT,2018,3,31,6,T,1870,14130,960,75,1803,0003
JELAWAT,2018,3,31,12,STS,1910,14220,975,60,1803,0003
JELAWAT,2018,3,31,18,STS,1900,14300,980,55,1803,0003
JELAWAT,2018,4,1,0,TS,1910,14510,988,45,1803,0003
EWINIAR,2018,6,2,12,TD,1220,11240,1000,25,1804,0004
EWINIAR,2018,6,2,18,TD,1290,11200,1000,25,1804,0004
EWINIAR,2018,6,3,0,TD,1340,11140,1000,25,1804,0004
EWINIAR,2018,6,3,6,TD,1440,11100,1000,25,1804,0004
EWINIAR,2018,6,3,12,TD,1500,11080,1000,25,1804,0004
EWINIAR,2018,6,3,18,TD,1530,11060,1000,25,1804,0004
EWINIAR,2018,6,4,0,TD,1550,11050,1000,25,1804,0004
EWINIAR,2018,6,4,6,TD,1580,11050,1000,25,1804,0004
EWINIAR,2018,6,4,12,TD,1600,11060,1000,25,1804,0004
EWINIAR,2018,6,4,18,TD,1650,11080,1000,25,1804,0004
EWINIAR,2018,6,5,0,TD,1740,11110,998,30,1804,0004
EWINIAR,2018,6,5,6,TD,1840,11120,998,30,1804,0004
EWINIAR,2018,6,5,12,TD,1980,11120,998,30,1804,0004
EWINIAR,2018,6,5,18,TD,2050,11090,998,30,1804,0004
EWINIAR,2018,6,6,0,TS,2050,11030,995,35,1804,0004
EWINIAR,2018,6,6,6,TS,2010,11030,995,35,1804,0004
EWINIAR,2018,6,6,12,TS,1990,11080,995,35,1804,0004
EWINIAR,2018,6,6,18,TS,2020,11120,995,35,1804,0004
EWINIAR,2018,6,7,0,TS,2080,11130,995,35,1804,0004
EWINIAR,2018,6,7,6,TS,2100,11150,990,40,1804,0004
EWINIAR,2018,6,7,12,TS,2150,11180,990,40,1804,0004
EWINIAR,2018,6,7,18,TS,2220,11200,994,35,1804,0004
EWINIAR,2018,6,8,0,TD,2270,11210,995,30,1804,0004
EWINIAR,2018,6,8,6,TD,2310,11240,996,25,1804,0004
EWINIAR,2018,6,8,9,TD,2330,11250,996,25,1804,0004
MALIKSI,2018,6,7,18,TD,1630,12790,998,25,1805,0005
MALIKSI,2018,6,8,0,TS,1740,12760,996,35,1805,0005
MALIKSI,2018,6,8,6,TS,1850,12700,996,35,1805,0005
MALIKSI,2018,6,8,12,TS,1970,12670,996,35,1805,0005
MALIKSI,2018,6,8,18,TS,2050,12680,994,40,1805,0005
MALIKSI,2018,6,9,0,TS,2150,12740,988,45,1805,0005
MALIKSI,2018,6,9,6,TS,2220,12770,988,45,1805,0005
MALIKSI,2018,6,9,12,STS,2300,12810,980,50,1805,0005
MALIKSI,2018,6,9,18,STS,2380,12890,978,55,1805,0005
MALIKSI,2018,6,10,0,STS,2540,13060,975,60,1805,0005
MALIKSI,2018,6,10,6,STS,2650,13220,975,60,1805,0005
