Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
nameless,2017,1,8,6,TD,960,12640,1000,25,,0001
nameless,2017,1,8,12,TD,980,12590,1000,25,,0001
nameless,2017,1,8,18,TD,1000,12510,1000,25,,0001
nameless,2017,1,9,0,TD,1010,12460,1002,25,,0001
nameless,2017,1,9,6,TD,1020,12430,1002,25,,0001
nameless,2017,1,9,12,TD,970,12330,1002,25,,0001
nameless,2017,1,9,18,TD,930,12230,1002,25,,0001
nameless,2017,4,14,6,TD,1040,12930,1002,25,,0002
nameless,2017,4,14,12,TD,1050,12870,1002,25,,0002
nameless,2017,4,14,18,TD,1080,12750,1002,25,,0002
nameless,2017,4,15,0,TD,1100,12700,1002,25,,0002
nameless,2017,4,15,6,TD,1120,12620,1002,25,,0002
nameless,2017,4,15,12,TD,1120,12560,1002,25,,0002
nameless,2017,4,15,18,TD,1100,12500,1002,25,,0002
nameless,2017,4,16,0,TD,1120,12360,1002,25,,0002
nameless,2017,4,16,6,TD,1140,12280,1002,25,,0002
nameless,2017,4,16,12,TD,1230,12100,1002,25,,0002
nameless,2017,4,16,18,TD,1270,11910,1002,25,,0002
nameless,2017,4,17,0,TD,1330,11800,1002,25,,0002
MUIFA,2017,4,25,0,TD,1260,13690,1002,25,1701,0003
MUIFA,2017,4,25,6,TD,1260,13630,1002,25,1701,0003
MUIFA,2017,4,25,12,TD,1280,13580,1002,25,1701,0003
MUIFA,2017,4,25,18,TD,1300,13540,1000,30,1701,0003
MUIFA,2017,4,26,0,TD,1340,13500,1000,30,1701,0003
MUIFA,2017,4,26,6,TD,1350,13500,1000,30,1701,0003
MUIFA,2017,4,26,12,TD,1370,13500,1000,30,1701,0003
MUIFA,2017,4,26,18,TD,1430,13480,1000,30,1701,0003
MUIFA,2017,4,27,0,TD,1470,13470,1000,30,1701,0003
MUIFA,2017,4,27,6,TD,1590,13470,1000,30,1701,0003
MUIFA,2017,4,27,12,TD,1690,13470,1002,25,1701,0003
MUIFA,2017,4,27,18,TD,1780,13480,1002,25,1701,0003
MUIFA,2017,4,28,0,TD,1840,13540,1002,25,1701,0003
MERBOK,2017,6,10,18,TD,1550,11750,1000,25,1702,0004
MERBOK,2017,6,11,0,TD,1630,11700,998,30,1702,0004
MERBOK,2017,6,11,6,TD,1730,11660,998,30,1702,0004
MERBOK,2017,6,11,12,TS,1800,11630,994,35,1702,0004
MERBOK,2017,6,11,18,TS,1930,11580,992,40,1702,0004
MERBOK,2017,6,12,0,TS,2020,11520,990,45,1702,0004
MERBOK,2017,6,12,6,TS,2110,11470,988,50,1702,0004
MERBOK,2017,6,12,12,STS,2210,11450,984,55,1702,0004
MERBOK,2017,6,12,18,TS,2290,11460,990,45,1702,0004
MERBOK,2017,6,13,0,TD,2400,11480,994,35,1702,0004
MERBOK,2017,6,13,3,TD,2430,11510,1000,25,1702,0004
NANMADOL,2017,7,1,18,TD,1920,12870,1000,25,1703,0005
NANMADOL,2017,7,2,0,TD,2060,12700,998,30,1703,0005
NANMADOL,2017,7,2,6,TS,2200,12570,994,35,1703,0005
NANMADOL,2017,7,2,12,TS,2360,12460,990,40,1703,0005
NANMADOL,2017,7,2,18,TS,2480,12400,988,45,1703,0005
NANMADOL,2017,7,3,0,STS,2620,12430,985,50,1703,0005
NANMADOL,2017,7,3,6,STS,2780,12490,982,55,1703,0005
NANMADOL,2017,7,3,12,STS,2940,12630,982,55,1703,0005
NANMADOL,2017,7,3,18,STS,3140,12770,982,55,1703,0005
NANMADOL,2017,7,4,0,STS,3280,13030,985,50,1703,0005
NANMADOL,2017,7,4,6,STS,3350,13450,985,50,1703,0005
NANMADOL,2017,7,4,12,TS,3450,13820,988,45,1703,0005
NANMADOL,2017,7,4,18,TS,3540,14240,988,45,1703,0005
TALAS,2017,7,15,6,TD,1690,11180,998,25,1704,0006
TALAS,2017,7,15,12,TD,1730,11130,996,30,1704,0006
TALAS,2017,7,15,18,TS,1750,11050,994,35,1704,0006
TALAS,2017,7,16,0,TS,1760,10940,992,40,1704,0006
TALAS,2017,7,16,6,TS,1810,10830,988,45,1704,0006
TALAS,2017,7,16,12,STS,1850,10720,985,50,1704,0006
TALAS,2017,7,16,18,STS,1860,10570,985,50,1704,0006
TALAS,2017,7,17,0,TS,1900,10400,992,40,1704,0006
TALAS,2017,7,17,6,TS,1900,10170,994,35,1704,0006
TALAS,2017,7,17,9,TD,1900,10080,996,30,1704,0006
NORU,2017,7,20,12,TD,2740,15950,1004,25,1705,0007
NORU,2017,7,20,18,TD,2750,15830,1002,30,1705,0007
NORU,2017,7,21,0,TS,2800,15730,1000,35,1705,0007
NORU,2017,7,21,6,TS,2820,15640,1000,35,1705,0007
NORU,2017,7,21,12,TS,2830,15530,1000,35,1705,0007
NORU,2017,7,21,18,TS,2840,15480,1000,35,1705,0007
NORU,2017,7,22,0,TS,2850,15400,1000,35,1705,0007
NORU,2017,7,22,6,TS,2860,15360,996,40,1705,0007
NORU,2017,7,22,12,TS,2860,15300,992,45,1705,0007
NORU,2017,7,22,18,TS,2860,15220,992,45,1705,0007
NORU,2017,7,23,0,STS,2820,15140,988,50,1705,0007
NORU,2017,7,23,6,STS,2810,15120,982,55,1705,0007
NORU,2017,7,23,12,T,2810,15140,975,65,1705,0007
NORU,2017,7,23,18,T,2760,15160,970,70,1705,0007
NORU,2017,7,24,0,T,2720,15220,970,70,1705,0007
NORU,2017,7,24,6,T,2670,15290,970,70,1705,0007
NORU,2017,7,24,12,T,2620,15410,970,70,1705,0007
NORU,2017,7,24,18,T,2590,15540,970,70,1705,0007
NORU,2017,7,25,0,T,2570,15660,970,70,1705,0007
NORU,2017,7,25,6,T,2590,15750,970,70,1705,0007
NORU,2017,7,25,12,T,2620,15810,970,70,1705,0007
NORU,2017,7,25,18,T,2700,15840,970,70,1705,0007
NORU,2017,7,26,0,T,2800,15800,970,70,1705,0007
NORU,2017,7,26,6,T,2900,15710,970,70,1705,0007
NORU,2017,7,26,12,T,2980,15570,970,70,1705,0007
NORU,2017,7,26,18,T,3040,15410,970,70,1705,0007
NORU,2017,7,27,0,T,3070,15210,970,70,1705,0007
