Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
IRMA,1993,3,11,12,TD,470,16270,995,25,9301,0001
IRMA,1993,3,11,18,TD,470,16250,995,30,9301,0001
IRMA,1993,3,12,0,TD,480,16230,995,30,9301,0001
IRMA,1993,3,12,6,TD,500,16190,995,30,9301,0001
IRMA,1993,3,12,12,TS,520,16130,990,35,9301,0001
IRMA,1993,3,12,18,TS,570,16040,990,40,9301,0001
IRMA,1993,3,13,0,TS,670,15940,985,45,9301,0001
IRMA,1993,3,13,6,STS,780,15830,980,50,9301,0001
IRMA,1993,3,13,12,STS,890,15700,980,50,9301,0001
IRMA,1993,3,13,18,TS,1000,15570,985,45,9301,0001
IRMA,1993,3,14,0,TS,1100,15430,985,40,9301,0001
IRMA,1993,3,14,6,TS,1180,15320,990,35,9301,0001
IRMA,1993,3,14,12,TS,1230,15230,990,35,9301,0001
IRMA,1993,3,14,18,TS,1280,15140,990,35,9301,0001
IRMA,1993,3,15,0,TS,1330,15050,990,35,9301,0001
IRMA,1993,3,15,6,TS,1380,15000,990,40,9301,0001
IRMA,1993,3,15,12,TS,1450,14970,985,45,9301,0001
IRMA,1993,3,15,18,TS,1530,14980,985,45,9301,0001
IRMA,1993,3,16,0,TS,1600,15020,990,40,9301,0001
IRMA,1993,3,16,6,TS,1660,15060,990,35,9301,0001
IRMA,1993,3,16,12,TD,1700,15100,995,30,9301,0001
IRMA,1993,3,16,18,TD,1740,15140,995,25,9301,0001
JACK,1993,5,16,12,TD,990,15880,1000,30,,0002
JACK,1993,5,16,18,TD,1050,15900,1000,30,,0002
JACK,1993,5,17,0,TD,1110,15930,1000,30,,0002
JACK,1993,5,17,6,TD,1150,15970,1000,30,,0002
JACK,1993,5,17,12,TD,1180,15990,1000,30,,0002
JACK,1993,5,17,18,TS,1210,16000,995,35,,0002
JACK,1993,5,18,0,TS,1240,16000,995,35,,0002
JACK,1993,5,18,6,TD,1270,15980,1000,30,,0002
JACK,1993,5,18,12,TD,1270,15920,1005,25,,0002
JACK,1993,5,18,18,TD,1270,15880,1005,25,,0002
JACK,1993,5,19,0,TD,1270,15840,1000,30,,0002
JACK,1993,5,19,6,TS,1270,15780,995,35,,0002
JACK,1993,5,19,12,TS,1260,15700,995,35,,0002
JACK,1993,5,19,18,TD,1250,15620,1000,30,,0002
JACK,1993,5,20,0,TD,1230,15530,1005,25,,0002
KORYN,1993,6,21,0,TD,710,14410,1000,25,9302,0003
KORYN,1993,6,21,6,TD,760,14320,1000,25,9302,0003
KORYN,1993,6,21,12,TD,850,14230,995,30,9302,0003
KORYN,1993,6,21,18,TS,930,14130,990,35,9302,0003
KORYN,1993,6,22,0,TS,990,14010,990,35,9302,0003
KORYN,1993,6,22,6,TS,1030,13880,985,45,9302,0003
KORYN,1993,6,22,12,TS,1080,13760,985,40,9302,0003
KORYN,1993,6,22,18,TS,1130,13630,985,45,9302,0003
KORYN,1993,6,23,0,STS,1170,13520,975,55,9302,0003
KORYN,1993,6,23,6,T,1220,13420,965,65,9302,0003
KORYN,1993,6,23,12,T,1250,13310,960,70,9302,0003
KORYN,1993,6,23,18,T,1290,13200,955,75,9302,0003
KORYN,1993,6,24,0,ST,1320,13090,945,85,9302,0003
KORYN,1993,6,24,6,ST,1360,12980,940,90,9302,0003
KORYN,1993,6,24,12,ST,1390,12870,935,95,9302,0003
KORYN,1993,6,24,18,T,1440,12750,950,80,9302,0003
KORYN,1993,6,25,0,T,1490,12630,965,65,9302,0003
KORYN,1993,6,25,6,T,1550,12510,965,65,9302,0003
KORYN,1993,6,25,12,T,1630,12400,960,70,9302,0003
KORYN,1993,6,25,18,T,1680,12250,960,70,9302,0003
KORYN,1993,6,26,0,T,1720,12120,965,65,9302,0003
KORYN,1993,6,26,6,T,1810,12010,965,65,9302,0003
KORYN,1993,6,26,12,T,1900,11860,965,65,9302,0003
KORYN,1993,6,26,18,T,1950,11690,965,65,9302,0003
KORYN,1993,6,27,0,T,2010,11530,965,65,9302,0003
KORYN,1993,6,27,6,T,2060,11400,965,65,9302,0003
KORYN,1993,6,27,12,STS,2140,11280,970,60,9302,0003
KORYN,1993,6,27,18,TS,2200,11130,980,45,9302,0003
KORYN,1993,6,28,0,TD,2310,11020,990,30,9302,0003
LEWIS,1993,7,8,6,TD,1270,12410,1000,25,9303,0004
LEWIS,1993,7,8,12,TD,1330,12290,995,30,9303,0004
LEWIS,1993,7,8,18,TD,1390,12180,995,30,9303,0004
LEWIS,1993,7,9,0,TD,1470,11990,995,30,9303,0004
LEWIS,1993,7,9,6,TD,1560,11810,995,30,9303,0004
LEWIS,1993,7,9,12,TS,1640,11650,990,40,9303,0004
LEWIS,1993,7,9,18,TS,1710,11490,990,40,9303,0004
LEWIS,1993,7,10,0,TS,1770,11340,985,45,9303,0004
LEWIS,1993,7,10,6,STS,1810,11180,980,50,9303,0004
LEWIS,1993,7,10,12,STS,1830,11050,975,55,9303,0004
LEWIS,1993,7,10,18,TS,1850,10930,985,40,9303,0004
LEWIS,1993,7,11,0,TD,1870,10840,990,30,9303,0004
LEWIS,1993,7,11,6,TD,1890,10750,990,30,9303,0004
LEWIS,1993,7,11,12,TS,1910,10680,985,35,9303,0004
LEWIS,1993,7,11,18,TS,1920,10620,985,40,9303,0004
LEWIS,1993,7,12,0,TS,1930,10550,985,40,9303,0004
LEWIS,1993,7,12,6,TD,1920,10450,995,30,9303,0004
MARIAN,1993,7,14,0,TD,980,13380,1000,25,,0005
MARIAN,1993,7,14,6,TD,1070,13250,1000,25,,0005
MARIAN,1993,7,14,12,TD,1170,13140,1000,25,,0005
MARIAN,1993,7,14,18,TD,1280,13030,1000,25,,0005
MARIAN,1993,7,15,0,TD,1380,12920,1000,25,,0005
MARIAN,1993,7,15,6,TD,1460,12790,1000,25,,0005
NATHAN,1993,7,19,0,TD,1340,15180,1005,25,9304,0006
NATHAN,1993,7,19,6,TD,1360,15090,1005,25,9304,0006
NATHAN,1993,7,19,12,TD,1390,15010,1005,30,9304,0006
NATHAN,1993,7,19,18,TD,1430,14920,1005,30,9304,0006
NATHAN,1993,7,20,0,TS,1480,14880,995,35,9304,0006
NATHAN,1993,7,20,6,TS,1550,14740,990,40,9304,0006
NATHAN,1993,7,20,12,TS,1620,14640,990,40,9304,0006
NATHAN,1993,7,20,18,TS,1690,14540,990,40,9304,0006
NATHAN,1993,7,21,0,TS,1750,14430,990,40,9304,0006
NATHAN,1993,7,21,6,TS,1830,14300,995,35,9304,0006
NATHAN,1993,7,21,12,TD,1920,14190,1000,30,9304,0006
NATHAN,1993,7,21,18,TD,1990,14120,1000,30,9304,0006
NATHAN,1993,7,22,0,TD,2050,14080,1000,30,9304,0006
NATHAN,1993,7,22,6,TS,2100,14060,995,40,9304,0006
NATHAN,1993,7,22,12,TS,2150,14040,995,40,9304,0006
NATHAN,1993,7,22,18,TS,2200,14030,995,40,9304,0006
NATHAN,1993,7,23,0,TS,2250,14010,990,45,9304,0006
NATHAN,1993,7,23,6,TS,2290,14000,990,45,9304,0006
NATHAN,1993,7,23,12,TS,2330,13990,990,45,9304,0006
NATHAN,1993,7,23,18,TS,2430,13960,990,45,9304,0006
NATHAN,1993,7,24,0,STS,2680,13860,985,50,9304,0006
NATHAN,1993,7,24,6,STS,2960,13760,980,55,9304,0006
NATHAN,1993,7,24,12,TS,3220,13620,990,45,9304,0006
NATHAN,1993,7,24,18,TS,3450,13450,995,40,9304,0006
OFELIA,1993,7,25,6,TD,2030,13770,1000,25,9305,0007
OFELIA,1993,7,25,12,TD,2200,13640,1000,30,9305,0007
OFELIA,1993,7,25,18,TS,2380,13510,995,40,9305,0007
OFELIA,1993,7,26,0,TS,2500,13410,995,40,9305,0007
OFELIA,1993,7,26,6,TS,2570,13360,995,40,9305,0007
OFELIA,1993,7,26,12,TS,2660,13280,990,45,9305,0007
OFELIA,1993,7,26,18,TS,2850,13170,990,45,9305,0007
OFELIA,1993,7,27,0,TS,3060,13120,990,45,9305,0007
OFELIA,1993,7,27,6,TS,3290,13140,995,40,9305,0007
OFELIA,1993,7,27,12,TS,3570,13250,995,40,9305,0007
OFELIA,1993,7,27,18,TD,3860,13480,1000,30,9305,0007
PERCY,1993,7,27,18,TD,2240,13030,1000,25,9306,0008
PERCY,1993,7,28,0,TD,2310,12930,995,30,9306,0008
PERCY,1993,7,28,6,TS,2400,12870,990,40,9306,0008
PERCY,1993,7,28,12,TS,2510,12850,985,45,9306,0008
PERCY,1993,7,28,18,STS,2630,12840,975,55,9306,0008
PERCY,1993,7,29,0,STS,2760,12870,975,55,9306,0008
PERCY,1993,7,29,6,STS,2940,12900,975,55,9306,0008
PERCY,1993,7,29,12,STS,3160,12940,980,50,9306,0008
PERCY,1993,7,29,18,STS,3420,13050,980,50,9306,0008
PERCY,1993,7,30,0,TS,3700,13210,985,45,9306,0008
ROBYN,1993,8,1,12,TD,680,15280,1005,25,9307,0009
ROBYN,1993,8,1,18,TD,770,15160,1005,25,9307,0009
ROBYN,1993,8,2,0,TD,850,15030,1000,30,9307,0009
ROBYN,1993,8,2,6,TD,920,14880,1000,30,9307,0009
ROBYN,1993,8,2,12,TS,950,14730,995,35,9307,0009
ROBYN,1993,8,2,18,TS,970,14590,990,40,9307,0009
ROBYN,1993,8,3,0,TS,1000,14460,990,40,9307,0009
ROBYN,1993,8,3,6,TS,1030,14340,990,40,9307,0009
ROBYN,1993,8,3,12,TS,1040,14240,985,45,9307,0009
ROBYN,1993,8,3,18,STS,1050,14170,980,50,9307,0009
ROBYN,1993,8,4,0,STS,1060,14110,980,50,9307,0009
ROBYN,1993,8,4,6,STS,1080,14060,980,50,9307,0009
ROBYN,1993,8,4,12,STS,1120,14030,980,50,9307,0009
ROBYN,1993,8,4,18,STS,1180,14020,980,50,9307,0009
ROBYN,1993,8,5,0,STS,1250,14010,980,50,9307,0009
ROBYN,1993,8,5,6,STS,1340,13960,980,50,9307,0009
ROBYN,1993,8,5,12,STS,1420,13900,980,50,9307,0009
ROBYN,1993,8,5,18,STS,1490,13830,975,55,9307,0009
ROBYN,1993,8,6,0,STS,1570,13740,970,60,9307,0009
ROBYN,1993,8,6,6,T,1660,13640,965,65,9307,0009
ROBYN,1993,8,6,12,T,1740,13540,955,80,9307,0009
ROBYN,1993,8,6,18,ST,1840,13450,940,90,9307,0009
ROBYN,1993,8,7,0,ST,1940,13340,940,90,9307,0009
ROBYN,1993,8,7,6,ST,2010,13260,940,90,9307,0009
ROBYN,1993,8,7,12,ST,2100,13200,940,90,9307,0009
ROBYN,1993,8,7,18,ST,2200,13140,940,90,9307,0009
ROBYN,1993,8,8,0,ST,2320,13080,940,90,9307,0009
ROBYN,1993,8,8,6,ST,2430,13030,940,90,9307,0009
ROBYN,1993,8,8,12,ST,2530,12990,945,85,9307,0009
ROBYN,1993,8,8,18,ST,2630,12950,945,85,9307,0009
ROBYN,1993,8,9,0,ST,2770,12920,945,85,9307,0009
ROBYN,1993,8,9,6,ST,2900,12910,945,85,9307,0009
ROBYN,1993,8,9,12,T,3040,12910,950,80,9307,0009
ROBYN,1993,8,9,18,T,3220,12920,955,75,9307,0009
ROBYN,1993,8,10,0,T,3400,12980,960,70,9307,0009
ROBYN,1993,8,10,6,STS,3600,13110,970,60,9307,0009
ROBYN,1993,8,10,12,STS,3870,13330,980,50,9307,0009
STEVE,1993,8,5,12,TD,1130,15330,1005,25,9308,0010
STEVE,1993,8,5,18,TD,1210,15280,1005,25,9308,0010
STEVE,1993,8,6,0,TD,1290,15210,1005,25,9308,0010
STEVE,1993,8,6,6,TD,1360,15130,1005,25,9308,0010
STEVE,1993,8,6,12,TD,1400,15040,1005,25,9308,0010
STEVE,1993,8,6,18,TD,1420,14960,1005,25,9308,0010
STEVE,1993,8,7,0,TD,1440,14890,1000,30,9308,0010
STEVE,1993,8,7,6,TD,1470,14820,1000,30,9308,0010
STEVE,1993,8,7,12,TD,1500,14740,1000,30,9308,0010
STEVE,1993,8,7,18,TD,1540,14650,1000,30,9308,0010
STEVE,1993,8,8,0,TD,1560,14560,1000,30,9308,0010
STEVE,1993,8,8,6,TS,1560,14470,995,35,9308,0010
STEVE,1993,8,8,12,TS,1560,14380,995,35,9308,0010
STEVE,1993,8,8,18,TS,1570,14290,990,40,9308,0010
STEVE,1993,8,9,0,TS,1590,14200,990,40,9308,0010
STEVE,1993,8,9,6,TS,1610,14110,990,40,9308,0010
STEVE,1993,8,9,12,TS,1630,14020,990,40,9308,0010
STEVE,1993,8,9,18,TS,1650,13940,985,45,9308,0010
STEVE,1993,8,10,0,TS,1670,13860,985,45,9308,0010
