Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
AXEL,1992,1,4,18,TD,570,17900,1000,25,9201,0001
AXEL,1992,1,5,0,TD,570,17840,1000,25,9201,0001
AXEL,1992,1,5,6,TD,580,17780,1000,30,9201,0001
AXEL,1992,1,5,12,TS,590,17710,995,35,9201,0001
AXEL,1992,1,5,18,TS,600,17640,995,40,9201,0001
AXEL,1992,1,6,0,TS,610,17570,990,45,9201,0001
AXEL,1992,1,6,6,TS,620,17490,990,45,9201,0001
AXEL,1992,1,6,12,STS,620,17400,985,50,9201,0001
AXEL,1992,1,6,18,STS,600,17300,980,55,9201,0001
AXEL,1992,1,7,0,STS,580,17190,975,60,9201,0001
AXEL,1992,1,7,6,STS,580,17080,980,55,9201,0001
AXEL,1992,1,7,12,TS,620,16980,990,45,9201,0001
AXEL,1992,1,7,18,TS,650,16870,995,35,9201,0001
AXEL,1992,1,8,0,TS,660,16760,995,35,9201,0001
AXEL,1992,1,8,6,TS,640,16640,990,40,9201,0001
AXEL,1992,1,8,12,TS,620,16520,990,40,9201,0001
AXEL,1992,1,8,18,TS,610,16370,985,45,9201,0001
AXEL,1992,1,9,0,STS,630,16220,980,50,9201,0001
AXEL,1992,1,9,6,STS,670,16050,980,50,9201,0001
AXEL,1992,1,9,12,TS,710,15900,985,45,9201,0001
AXEL,1992,1,9,18,TS,740,15760,990,35,9201,0001
AXEL,1992,1,10,0,TD,790,15620,995,30,9201,0001
AXEL,1992,1,10,6,TD,830,15520,1000,25,9201,0001
EKEKA,1992,2,3,18,TD,940,17980,995,30,9202,0002
EKEKA,1992,2,4,0,TD,930,17820,995,30,9202,0002
EKEKA,1992,2,4,6,TD,920,17680,1000,25,9202,0002
BOBBIE,1992,6,22,12,TD,1020,13340,1000,25,9203,0003
BOBBIE,1992,6,22,18,TD,1030,13300,1000,25,9203,0003
BOBBIE,1992,6,23,0,TD,1050,13260,1000,25,9203,0003
BOBBIE,1992,6,23,6,TD,1070,13220,995,30,9203,0003
BOBBIE,1992,6,23,12,TS,1090,13180,990,35,9203,0003
BOBBIE,1992,6,23,18,TS,1110,13150,990,35,9203,0003
BOBBIE,1992,6,24,0,TS,1130,13110,990,40,9203,0003
BOBBIE,1992,6,24,6,TS,1160,13080,990,40,9203,0003
BOBBIE,1992,6,24,12,TS,1200,13030,990,40,9203,0003
BOBBIE,1992,6,24,18,TS,1260,12980,990,40,9203,0003
BOBBIE,1992,6,25,0,TS,1330,12910,985,45,9203,0003
BOBBIE,1992,6,25,6,STS,1410,12850,980,55,9203,0003
BOBBIE,1992,6,25,12,T,1490,12780,970,65,9203,0003
BOBBIE,1992,6,25,18,T,1580,12690,970,65,9203,0003
BOBBIE,1992,6,26,0,T,1660,12620,965,70,9203,0003
BOBBIE,1992,6,26,6,T,1740,12550,960,75,9203,0003
BOBBIE,1992,6,26,12,T,1820,12490,955,80,9203,0003
BOBBIE,1992,6,26,18,ST,1910,12440,950,85,9203,0003
BOBBIE,1992,6,27,0,T,2010,12430,955,80,9203,0003
BOBBIE,1992,6,27,6,T,2100,12400,955,75,9203,0003
BOBBIE,1992,6,27,12,T,2190,12390,955,75,9203,0003
BOBBIE,1992,6,27,18,T,2270,12410,960,70,9203,0003
BOBBIE,1992,6,28,0,T,2360,12420,960,70,9203,0003
BOBBIE,1992,6,28,6,T,2420,12470,960,75,9203,0003
BOBBIE,1992,6,28,12,T,2480,12560,960,75,9203,0003
BOBBIE,1992,6,28,18,T,2540,12660,965,70,9203,0003
BOBBIE,1992,6,29,0,T,2590,12780,965,70,9203,0003
BOBBIE,1992,6,29,6,STS,2650,12900,970,60,9203,0003
BOBBIE,1992,6,29,12,STS,2720,13040,975,55,9203,0003
BOBBIE,1992,6,29,18,STS,2800,13170,975,55,9203,0003
CHUCK,1992,6,24,0,TD,1270,11900,995,25,9204,0004
CHUCK,1992,6,24,6,TD,1300,11820,995,25,9204,0004
CHUCK,1992,6,24,12,TD,1350,11730,995,25,9204,0004
CHUCK,1992,6,24,18,TD,1390,11650,995,30,9204,0004
CHUCK,1992,6,25,0,TS,1420,11570,990,35,9204,0004
CHUCK,1992,6,25,6,TS,1430,11530,985,40,9204,0004
CHUCK,1992,6,25,12,TS,1430,11490,980,45,9204,0004
CHUCK,1992,6,25,18,STS,1440,11450,980,50,9204,0004
CHUCK,1992,6,26,0,STS,1460,11410,975,55,9204,0004
CHUCK,1992,6,26,6,STS,1490,11370,975,55,9204,0004
CHUCK,1992,6,26,12,STS,1530,11330,975,55,9204,0004
CHUCK,1992,6,26,18,STS,1570,11290,970,60,9204,0004
CHUCK,1992,6,27,0,T,1620,11250,965,65,9204,0004
CHUCK,1992,6,27,6,T,1670,11210,965,65,9204,0004
CHUCK,1992,6,27,12,T,1730,11150,960,70,9204,0004
CHUCK,1992,6,27,18,T,1790,11080,960,70,9204,0004
CHUCK,1992,6,28,0,T,1840,11000,960,70,9204,0004
CHUCK,1992,6,28,6,T,1870,10930,960,70,9204,0004
CHUCK,1992,6,28,12,T,1900,10870,965,65,9204,0004
CHUCK,1992,6,28,18,T,1940,10810,970,65,9204,0004
CHUCK,1992,6,29,0,T,1990,10760,960,70,9204,0004
CHUCK,1992,6,29,6,T,2040,10710,960,70,9204,0004
CHUCK,1992,6,29,12,T,2090,10660,970,65,9204,0004
CHUCK,1992,6,29,18,STS,2140,10590,980,55,9204,0004
CHUCK,1992,6,30,0,TS,2190,10510,990,40,9204,0004
CHUCK,1992,6,30,6,TD,2260,10480,995,25,9204,0004
DEANNA,1992,6,28,12,TD,650,14070,1000,25,,0005
DEANNA,1992,6,28,18,TD,710,13990,997,30,,0005
DEANNA,1992,6,29,0,TD,790,13890,997,30,,0005
DEANNA,1992,6,29,6,TD,870,13800,997,30,,0005
DEANNA,1992,6,29,12,TD,950,13710,997,30,,0005
DEANNA,1992,6,29,18,TD,1020,13630,997,30,,0005
DEANNA,1992,6,30,0,TD,1100,13530,997,30,,0005
DEANNA,1992,6,30,6,TD,1180,13440,997,30,,0005
DEANNA,1992,6,30,12,TD,1260,13350,1000,25,,0005
DEANNA,1992,6,30,18,TD,1340,13250,1000,25,,0005
DEANNA,1992,7,1,0,TD,1420,13160,1000,25,,0005
DEANNA,1992,7,1,6,TD,1510,13050,1000,25,,0005
DEANNA,1992,7,1,12,TD,1600,12950,1000,25,,0005
DEANNA,1992,7,1,18,TD,1700,12860,1000,25,,0005
DEANNA,1992,7,2,0,TD,1810,12780,1000,25,,0005
DEANNA,1992,7,2,6,TD,1950,12770,1000,25,,0005
ELI,1992,7,9,6,TD,1260,13490,1000,25,9205,0006
ELI,1992,7,9,12,TD,1280,13320,1000,30,9205,0006
ELI,1992,7,9,18,TS,1360,13160,995,35,9205,0006
ELI,1992,7,10,0,TS,1420,13000,990,45,9205,0006
ELI,1992,7,10,6,STS,1460,12830,985,50,9205,0006
ELI,1992,7,10,12,STS,1500,12660,980,55,9205,0006
ELI,1992,7,10,18,STS,1530,12460,980,60,9205,0006
ELI,1992,7,11,0,T,1560,12240,975,65,9205,0006
ELI,1992,7,11,6,STS,1620,12050,980,60,9205,0006
ELI,1992,7,11,12,STS,1690,11860,980,55,9205,0006
ELI,1992,7,11,18,STS,1690,11690,980,55,9205,0006
ELI,1992,7,12,0,STS,1690,11550,980,60,9205,0006
ELI,1992,7,12,6,STS,1720,11430,980,60,9205,0006
ELI,1992,7,12,12,STS,1770,11320,980,60,9205,0006
ELI,1992,7,12,18,T,1850,11190,975,65,9205,0006
ELI,1992,7,13,0,T,1930,11060,975,65,9205,0006
ELI,1992,7,13,6,STS,2000,10920,980,60,9205,0006
ELI,1992,7,13,12,STS,2070,10780,985,55,9205,0006
ELI,1992,7,13,18,TS,2150,10660,990,40,9205,0006
ELI,1992,7,14,0,TD,2190,10550,995,30,9205,0006
FAYE,1992,7,17,0,TD,2010,11410,1002,25,9206,0007
FAYE,1992,7,17,6,TD,2070,11410,1000,30,9206,0007
FAYE,1992,7,17,12,TS,2130,11390,998,35,9206,0007
