Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
YANYAN,2003,1,15,18,TD,730,16100,1002,30,0301,0001
YANYAN,2003,1,16,0,TD,780,15940,1002,30,0301,0001
YANYAN,2003,1,16,6,TD,830,15780,1002,30,0301,0001
YANYAN,2003,1,16,12,TD,880,15630,1002,30,0301,0001
YANYAN,2003,1,16,18,TD,930,15460,1002,30,0301,0001
YANYAN,2003,1,17,0,TD,1000,15290,1002,30,0301,0001
YANYAN,2003,1,17,6,TD,1090,15110,1002,30,0301,0001
YANYAN,2003,1,17,12,TD,1170,14970,1002,30,0301,0001
YANYAN,2003,1,17,18,TD,1250,14820,1002,30,0301,0001
YANYAN,2003,1,18,0,TD,1330,14710,1002,30,0301,0001
YANYAN,2003,1,18,6,TS,1380,14670,998,35,0301,0001
YANYAN,2003,1,18,12,TS,1420,14660,994,40,0301,0001
YANYAN,2003,1,18,18,TS,1470,14710,994,40,0301,0001
YANYAN,2003,1,19,0,TS,1490,14800,994,40,0301,0001
YANYAN,2003,1,19,6,TS,1510,14880,998,35,0301,0001
YANYAN,2003,1,19,12,TS,1540,14980,998,35,0301,0001
YANYAN,2003,1,19,18,TS,1590,15090,998,35,0301,0001
YANYAN,2003,1,20,0,TS,1640,15210,998,35,0301,0001
YANYAN,2003,1,20,6,TS,1700,15340,998,35,0301,0001
YANYAN,2003,1,20,12,TD,1750,15470,1002,30,0301,0001
KUJIRA,2003,4,9,12,TD,450,16060,1002,25,0302,0002
KUJIRA,2003,4,9,18,TD,560,16050,1000,30,0302,0002
KUJIRA,2003,4,10,0,TD,660,16020,1000,30,0302,0002
KUJIRA,2003,4,10,6,TD,750,15960,1000,30,0302,0002
KUJIRA,2003,4,10,12,TD,800,15910,1000,30,0302,0002
KUJIRA,2003,4,10,18,TS,840,15860,998,35,0302,0002
KUJIRA,2003,4,11,0,TS,900,15780,998,35,0302,0002
KUJIRA,2003,4,11,6,TS,960,15670,998,35,0302,0002
KUJIRA,2003,4,11,12,TS,980,15590,998,35,0302,0002
KUJIRA,2003,4,11,18,TS,990,15500,995,40,0302,0002
KUJIRA,2003,4,12,0,TS,1000,15410,995,40,0302,0002
KUJIRA,2003,4,12,6,TS,1010,15310,990,45,0302,0002
KUJIRA,2003,4,12,12,TS,1010,15220,990,45,0302,0002
KUJIRA,2003,4,12,18,STS,1010,15150,985,50,0302,0002
KUJIRA,2003,4,13,0,STS,1010,15070,980,55,0302,0002
KUJIRA,2003,4,13,6,STS,1010,14980,975,60,0302,0002
KUJIRA,2003,4,13,12,STS,1020,14900,975,60,0302,0002
KUJIRA,2003,4,13,18,T,1030,14830,970,65,0302,0002
KUJIRA,2003,4,14,0,T,1040,14730,965,70,0302,0002
KUJIRA,2003,4,14,6,T,1060,14620,960,75,0302,0002
KUJIRA,2003,4,14,12,T,1080,14520,955,80,0302,0002
KUJIRA,2003,4,14,18,ST,1110,14380,950,85,0302,0002
KUJIRA,2003,4,15,0,ST,1150,14230,945,90,0302,0002
KUJIRA,2003,4,15,6,ST,1190,14100,940,95,0302,0002
KUJIRA,2003,4,15,12,SuperT,1220,13950,935,100,0302,0002
KUJIRA,2003,4,15,18,SuperT,1270,13830,925,110,0302,0002
