Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
IRIS,1999,2,16,18,TD,1150,13110,1004,25,,0001
IRIS,1999,2,17,0,TD,1170,13050,1002,30,,0001
IRIS,1999,2,17,6,TD,1190,12990,1002,30,,0001
IRIS,1999,2,17,12,TD,1210,12940,1002,30,,0001
IRIS,1999,2,17,18,TD,1250,12890,1004,25,,0001
IRIS,1999,2,18,0,TD,1300,12840,1004,25,,0001
IRIS,1999,2,18,6,TD,1360,12800,1004,25,,0001
IRIS,1999,2,18,12,TD,1420,12790,1004,25,,0001
IRIS,1999,2,18,18,TD,1510,12820,1004,25,,0001
IRIS,1999,2,19,0,TD,1610,12910,1004,25,,0001
KATE,1999,4,22,18,TD,1310,12610,1000,30,9901,0002
KATE,1999,4,23,0,TD,1350,12640,1000,30,9901,0002
KATE,1999,4,23,6,TD,1380,12680,1000,30,9901,0002
KATE,1999,4,23,12,TD,1410,12740,1000,30,9901,0002
KATE,1999,4,23,18,TD,1440,12800,1000,30,9901,0002
KATE,1999,4,24,0,TD,1470,12860,1000,30,9901,0002
KATE,1999,4,24,6,TD,1500,12910,1000,30,9901,0002
KATE,1999,4,24,12,TS,1540,12960,996,35,9901,0002
KATE,1999,4,24,18,TS,1590,13010,992,40,9901,0002
KATE,1999,4,25,0,TS,1650,13060,990,45,9901,0002
KATE,1999,4,25,6,TS,1730,13110,990,45,9901,0002
KATE,1999,4,25,12,STS,1820,13160,985,50,9901,0002
KATE,1999,4,25,18,STS,1900,13220,985,50,9901,0002
KATE,1999,4,26,0,STS,1980,13290,985,50,9901,0002
KATE,1999,4,26,6,STS,2050,13380,985,50,9901,0002
KATE,1999,4,26,12,STS,2130,13500,985,50,9901,0002
KATE,1999,4,26,18,STS,2210,13650,985,50,9901,0002
KATE,1999,4,27,0,STS,2310,13820,985,50,9901,0002
KATE,1999,4,27,6,STS,2410,14000,985,50,9901,0002
KATE,1999,4,27,12,STS,2510,14180,985,50,9901,0002
KATE,1999,4,27,18,STS,2610,14370,985,50,9901,0002
KATE,1999,4,28,0,TS,2710,14550,990,45,9901,0002
KATE,1999,4,28,6,TS,2820,14740,990,45,9901,0002
KATE,1999,4,28,12,TS,2920,14940,990,45,9901,0002
KATE,1999,4,28,18,TS,3020,15160,990,45,9901,0002
LEO,1999,4,28,0,TD,1580,11120,1000,30,9902,0003
LEO,1999,4,28,6,TS,1600,11160,996,35,9902,0003
