Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
LINGLING,2014,1,18,0,TD,980,12750,1004,25,1401,0001
LINGLING,2014,1,18,6,TD,930,12770,1002,30,1401,0001
LINGLING,2014,1,18,12,TD,840,12830,1002,30,1401,0001
LINGLING,2014,1,18,18,TD,810,12830,1002,30,1401,0001
LINGLING,2014,1,19,0,TD,750,12810,1004,25,1401,0001
LINGLING,2014,1,19,6,TD,710,12810,1004,25,1401,0001
LINGLING,2014,1,19,12,TD,680,12840,1004,25,1401,0001
LINGLING,2014,1,19,18,TD,660,12860,1004,25,1401,0001
LINGLING,2014,1,20,0,TD,650,12880,1004,25,1401,0001
KAJIKI,2014,1,30,18,TD,930,13160,1000,25,1402,0002
KAJIKI,2014,1,31,0,TS,980,13070,996,35,1402,0002
KAJIKI,2014,1,31,6,TS,990,12830,990,45,1402,0002
KAJIKI,2014,1,31,12,TS,1040,12470,992,40,1402,0002
KAJIKI,2014,1,31,18,TS,1060,12230,996,35,1402,0002
KAJIKI,2014,2,1,0,TD,1120,12070,998,30,1402,0002
FAXAI,2014,2,28,0,TD,850,14700,1002,25,1403,0003
FAXAI,2014,2,28,6,TD,850,14790,998,30,1403,0003
FAXAI,2014,2,28,12,TS,860,14890,996,35,1403,0003
FAXAI,2014,2,28,18,TS,850,14930,996,35,1403,0003
FAXAI,2014,3,1,0,TS,840,14950,996,35,1403,0003
FAXAI,2014,3,1,6,TS,870,14960,996,35,1403,0003
FAXAI,2014,3,1,12,TS,910,14990,996,35,1403,0003
