Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
NEOGURI,2008,4,15,0,TD,1010,11760,1003,25,0801,0001
NEOGURI,2008,4,15,6,TD,1060,11590,1002,30,0801,0001
NEOGURI,2008,4,15,12,TS,1130,11480,1000,35,0801,0001
NEOGURI,2008,4,15,18,TS,1250,11420,995,40,0801,0001
NEOGURI,2008,4,16,0,TS,1310,11300,990,45,0801,0001
NEOGURI,2008,4,16,6,STS,1330,11250,980,55,0801,0001
NEOGURI,2008,4,16,12,T,1380,11240,970,65,0801,0001
NEOGURI,2008,4,16,18,T,1470,11230,970,65,0801,0001
NEOGURI,2008,4,17,0,T,1520,11210,965,70,0801,0001
NEOGURI,2008,4,17,6,T,1580,11200,960,75,0801,0001
NEOGURI,2008,4,17,12,T,1640,11180,960,75,0801,0001
NEOGURI,2008,4,17,18,T,1720,11180,955,80,0801,0001
NEOGURI,2008,4,18,0,T,1790,11170,960,78,0801,0001
NEOGURI,2008,4,18,6,T,1850,11140,965,75,0801,0001
NEOGURI,2008,4,18,12,T,1910,11130,970,70,0801,0001
NEOGURI,2008,4,18,18,STS,1980,11130,980,60,0801,0001
NEOGURI,2008,4,19,0,TS,2060,11160,992,45,0801,0001
NEOGURI,2008,4,19,6,TS,2170,11220,995,45,0801,0001
NEOGURI,2008,4,19,12,TS,2290,11290,998,40,0801,0001
RAMMASUN,2008,5,7,6,TD,740,13280,1001,25,0802,0002
RAMMASUN,2008,5,7,12,TD,770,13230,1001,25,0802,0002
RAMMASUN,2008,5,7,18,TD,820,13180,1000,30,0802,0002
RAMMASUN,2008,5,8,0,TS,880,13160,995,35,0802,0002
RAMMASUN,2008,5,8,6,TS,940,13160,992,40,0802,0002
RAMMASUN,2008,5,8,12,TS,980,13160,990,45,0802,0002
