Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
SHARON,1991,3,5,6,TD,580,15000,1000,25,9101,0001
SHARON,1991,3,5,12,TD,590,14930,1000,25,9101,0001
SHARON,1991,3,5,18,TD,600,14860,1000,30,9101,0001
SHARON,1991,3,6,0,TD,610,14800,1000,30,9101,0001
SHARON,1991,3,6,6,TS,620,14740,995,35,9101,0001
SHARON,1991,3,6,12,TS,640,14680,995,35,9101,0001
SHARON,1991,3,6,18,TS,660,14630,995,35,9101,0001
SHARON,1991,3,7,0,TS,680,14570,995,35,9101,0001
SHARON,1991,3,7,6,TS,690,14510,995,35,9101,0001
SHARON,1991,3,7,12,TS,690,14450,995,35,9101,0001
SHARON,1991,3,7,18,TS,680,14400,995,35,9101,0001
SHARON,1991,3,8,0,TS,670,14360,990,40,9101,0001
SHARON,1991,3,8,6,TS,650,14300,990,40,9101,0001
SHARON,1991,3,8,12,TS,630,14230,990,40,9101,0001
SHARON,1991,3,8,18,TS,620,14160,990,40,9101,0001
SHARON,1991,3,9,0,TS,620,14080,985,45,9101,0001
SHARON,1991,3,9,6,TS,620,14000,990,40,9101,0001
SHARON,1991,3,9,12,TS,630,13910,985,45,9101,0001
SHARON,1991,3,9,18,STS,640,13820,980,50,9101,0001
SHARON,1991,3,10,0,STS,650,13730,980,50,9101,0001
SHARON,1991,3,10,6,TS,660,13630,985,45,9101,0001
