Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
KORYN,1990,1,12,6,TD,680,15250,1000,25,9001,0001
KORYN,1990,1,12,12,TD,760,15180,1000,25,9001,0001
KORYN,1990,1,12,18,TD,830,15070,995,30,9001,0001
KORYN,1990,1,13,0,TD,890,14940,995,30,9001,0001
KORYN,1990,1,13,6,TD,980,14810,995,30,9001,0001
KORYN,1990,1,13,12,TS,1130,14670,990,40,9001,0001
KORYN,1990,1,13,18,TS,1230,14590,985,45,9001,0001
KORYN,1990,1,14,0,TS,1330,14550,985,45,9001,0001
KORYN,1990,1,14,6,STS,1390,14540,980,50,9001,0001
KORYN,1990,1,14,12,STS,1450,14540,970,60,9001,0001
KORYN,1990,1,14,18,STS,1500,14550,975,55,9001,0001
KORYN,1990,1,15,0,STS,1550,14580,980,50,9001,0001
KORYN,1990,1,15,6,STS,1600,14600,980,50,9001,0001
KORYN,1990,1,15,12,TS,1660,14620,985,45,9001,0001
KORYN,1990,1,15,18,TS,1720,14620,985,45,9001,0001
KORYN,1990,1,16,0,TS,1800,14620,985,45,9001,0001
KORYN,1990,1,16,6,TS,1960,14650,990,45,9001,0001
KORYN,1990,1,16,12,TS,2110,14720,990,40,9001,0001
KORYN,1990,1,16,18,TS,2290,14890,990,35,9001,0001
KORYN,1990,1,17,0,TS,2440,15120,990,40,9001,0001
LEWIS,1990,4,28,12,TD,710,15150,1002,25,9002,0002
LEWIS,1990,4,28,18,TD,770,15100,1002,25,9002,0002
LEWIS,1990,4,29,0,TD,840,15060,1000,25,9002,0002
LEWIS,1990,4,29,6,TD,930,15040,1000,25,9002,0002
LEWIS,1990,4,29,12,TD,1040,15070,1000,25,9002,0002
LEWIS,1990,4,29,18,TD,1070,15080,995,30,9002,0002
LEWIS,1990,4,30,0,TD,1110,15090,995,30,9002,0002
LEWIS,1990,4,30,6,TD,1130,15110,1000,25,9002,0002
LEWIS,1990,4,30,12,TD,1160,15120,1000,25,9002,0002
LEWIS,1990,4,30,18,TD,1180,15140,1000,25,9002,0002
LEWIS,1990,5,1,0,TD,1200,15150,1000,25,9002,0002
LEWIS,1990,5,1,6,TD,1240,15190,995,30,9002,0002
LEWIS,1990,5,1,12,TD,1290,15220,995,30,9002,0002
LEWIS,1990,5,1,18,TD,1310,15220,995,30,9002,0002
LEWIS,1990,5,2,0,TD,1330,15220,1000,25,9002,0002
LEWIS,1990,5,2,6,TD,1370,15200,1000,25,9002,0002
LEWIS,1990,5,2,12,TD,1410,15180,995,30,9002,0002
LEWIS,1990,5,2,18,TD,1450,15150,995,30,9002,0002
MARIAN,1990,5,15,6,TD,990,11730,1000,25,9003,0003
