Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
SONAMU,2013,1,3,6,TD,870,12110,1004,25,1301,0001
SONAMU,2013,1,3,12,TD,880,11960,1002,30,1301,0001
SONAMU,2013,1,3,18,TD,850,11780,1002,30,1301,0001
SONAMU,2013,1,4,0,TS,850,11630,998,35,1301,0001
SONAMU,2013,1,4,6,TS,850,11540,996,40,1301,0001
SONAMU,2013,1,4,12,TS,850,11410,996,40,1301,0001
SONAMU,2013,1,4,18,TS,830,11300,992,45,1301,0001
SONAMU,2013,1,5,0,TS,800,11200,992,45,1301,0001
SONAMU,2013,1,5,6,STS,790,11130,990,50,1301,0001
SONAMU,2013,1,5,12,STS,780,11090,990,50,1301,0001
SONAMU,2013,1,5,18,STS,750,11030,990,50,1301,0001
SONAMU,2013,1,6,0,TS,730,11000,992,45,1301,0001
SONAMU,2013,1,6,6,TS,730,10950,992,45,1301,0001
SONAMU,2013,1,6,12,TS,730,10880,992,45,1301,0001
SONAMU,2013,1,6,18,TS,700,10850,992,45,1301,0001
SONAMU,2013,1,7,0,TS,660,10810,996,40,1301,0001
SONAMU,2013,1,7,6,TS,640,10780,998,35,1301,0001
SONAMU,2013,1,7,12,TS,620,10780,998,35,1301,0001
SONAMU,2013,1,7,18,TD,610,10780,1002,30,1301,0001
SONAMU,2013,1,8,0,TD,600,10780,1002,30,1301,0001
SONAMU,2013,1,8,6,TD,540,10840,1004,25,1301,0001
SONAMU,2013,1,8,12,TD,510,10860,1004,25,1301,0001
SONAMU,2013,1,8,18,TD,480,10890,1004,25,1301,0001
SHANSHAN,2013,2,22,0,TD,570,10910,1002,25,1302,0002
SHANSHAN,2013,2,22,6,TD,550,10970,1002,25,1302,0002
SHANSHAN,2013,2,22,12,TD,500,10970,1004,25,1302,0002
SHANSHAN,2013,2,22,18,TD,470,10940,1004,25,1302,0002
SHANSHAN,2013,2,23,0,TD,390,10930,1006,25,1302,0002
YAGI,2013,6,8,12,TD,1780,13010,1000,25,1303,0003
YAGI,2013,6,8,18,TD,1870,13050,998,30,1303,0003
YAGI,2013,6,9,0,TS,1950,13090,996,35,1303,0003
YAGI,2013,6,9,6,TS,2050,13150,992,40,1303,0003
YAGI,2013,6,9,12,TS,2110,13220,992,40,1303,0003
YAGI,2013,6,9,18,TS,2150,13290,992,40,1303,0003
YAGI,2013,6,10,0,TS,2230,13340,988,45,1303,0003
YAGI,2013,6,10,6,TS,2330,13410,988,45,1303,0003
YAGI,2013,6,10,12,TS,2440,13480,988,45,1303,0003
YAGI,2013,6,10,18,STS,2590,13570,984,50,1303,0003
YAGI,2013,6,11,0,STS,2760,13620,984,50,1303,0003
YAGI,2013,6,11,6,STS,2910,13690,984,50,1303,0003
YAGI,2013,6,11,12,TS,2990,13710,988,45,1303,0003
YAGI,2013,6,11,18,TS,3050,13710,992,40,1303,0003
YAGI,2013,6,12,0,TS,3100,13710,992,40,1303,0003
YAGI,2013,6,12,6,TS,3100,13800,995,35,1303,0003
YAGI,2013,6,12,12,TD,3100,13890,998,30,1303,0003
YAGI,2013,6,12,18,TD,3180,13950,998,30,1303,0003
YAGI,2013,6,13,0,TD,3200,13960,1000,25,1303,0003
LEEPI,2013,6,17,6,TD,1360,12690,998,25,1304,0004
