Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
ROY,1988,1,8,0,TD,750,17160,990,30,8801,0001
ROY,1988,1,8,6,TS,760,17050,985,35,8801,0001
ROY,1988,1,8,12,TS,790,16940,980,40,8801,0001
ROY,1988,1,8,18,TS,840,16810,980,45,8801,0001
ROY,1988,1,9,0,STS,840,16670,975,50,8801,0001
ROY,1988,1,9,6,STS,830,16530,970,55,8801,0001
ROY,1988,1,9,12,STS,830,16390,965,60,8801,0001
ROY,1988,1,9,18,STS,830,16210,965,60,8801,0001
ROY,1988,1,10,0,T,860,15970,960,70,8801,0001
ROY,1988,1,10,6,T,910,15740,955,80,8801,0001
ROY,1988,1,10,12,ST,970,15520,950,90,8801,0001
ROY,1988,1,10,18,ST,1060,15320,950,95,8801,0001
ROY,1988,1,11,0,ST,1120,15180,950,95,8801,0001
ROY,1988,1,11,6,ST,1180,15040,950,95,8801,0001
ROY,1988,1,11,12,ST,1240,14910,950,95,8801,0001
ROY,1988,1,11,18,ST,1290,14780,950,95,8801,0001
ROY,1988,1,12,0,ST,1330,14660,950,95,8801,0001
ROY,1988,1,12,6,ST,1370,14540,950,95,8801,0001
ROY,1988,1,12,12,ST,1410,14420,950,95,8801,0001
ROY,1988,1,12,18,ST,1450,14330,945,95,8801,0001
ROY,1988,1,13,0,SuperT,1500,14250,940,100,8801,0001
ROY,1988,1,13,6,SuperT,1530,14180,940,100,8801,0001
ROY,1988,1,13,12,ST,1530,14110,940,95,8801,0001
ROY,1988,1,13,18,ST,1480,14020,945,85,8801,0001
ROY,1988,1,14,0,T,1400,13920,950,80,8801,0001
