Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
nameless,2016,5,26,12,TD,1890,11350,1000,25,,0001
nameless,2016,5,26,18,TD,1990,11290,1000,25,,0001
nameless,2016,5,27,0,TD,2050,11250,1000,25,,0001
nameless,2016,5,27,6,TD,2130,11240,998,30,,0001
nameless,2016,5,27,12,TD,2240,11250,1000,25,,0001
NEPARTAK,2016,7,3,0,TD,850,14480,1002,25,1601,0002
NEPARTAK,2016,7,3,6,TD,910,14490,1000,30,1601,0002
NEPARTAK,2016,7,3,12,TS,990,14430,996,35,1601,0002
NEPARTAK,2016,7,3,18,TS,1060,14360,992,40,1601,0002
NEPARTAK,2016,7,4,0,TS,1180,14200,992,40,1601,0002
NEPARTAK,2016,7,4,6,TS,1270,14120,988,45,1601,0002
NEPARTAK,2016,7,4,12,STS,1350,13960,985,50,1601,0002
NEPARTAK,2016,7,4,18,STS,1440,13820,975,60,1601,0002
NEPARTAK,2016,7,5,0,T,1530,13660,965,70,1601,0002
NEPARTAK,2016,7,5,6,T,1620,13510,955,80,1601,0002
NEPARTAK,2016,7,5,12,ST,1710,13350,940,95,1601,0002
NEPARTAK,2016,7,5,18,SuperT,1790,13190,925,110,1601,0002
NEPARTAK,2016,7,6,0,SuperT,1870,13010,910,120,1601,0002
NEPARTAK,2016,7,6,6,SuperT,1930,12860,905,125,1601,0002
NEPARTAK,2016,7,6,12,SuperT,2010,12700,905,125,1601,0002
NEPARTAK,2016,7,6,18,SuperT,2070,12560,905,125,1601,0002
NEPARTAK,2016,7,7,0,SuperT,2130,12440,905,125,1601,0002
NEPARTAK,2016,7,7,6,SuperT,2150,12340,910,120,1601,0002
NEPARTAK,2016,7,7,12,SuperT,2190,12270,910,120,1601,0002
