Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
AERE,2011,5,7,0,TD,1280,12680,1000,30,1101,0001
AERE,2011,5,7,6,TS,1300,12620,996,35,1101,0001
AERE,2011,5,7,12,TS,1330,12560,996,35,1101,0001
AERE,2011,5,7,18,TS,1360,12480,992,40,1101,0001
AERE,2011,5,8,0,TS,1410,12430,988,45,1101,0001
AERE,2011,5,8,6,TS,1460,12350,988,45,1101,0001
AERE,2011,5,8,12,TS,1510,12310,988,45,1101,0001
AERE,2011,5,8,18,TS,1560,12290,988,45,1101,0001
AERE,2011,5,9,0,TS,1630,12260,988,45,1101,0001
AERE,2011,5,9,6,TS,1720,12220,990,40,1101,0001
AERE,2011,5,9,12,TS,1780,12230,995,35,1101,0001
AERE,2011,5,9,18,TS,1920,12240,995,35,1101,0001
AERE,2011,5,10,0,TS,2030,12180,995,35,1101,0001
AERE,2011,5,10,6,TS,2100,12260,995,35,1101,0001
AERE,2011,5,10,12,TD,2220,12390,998,30,1101,0001
AERE,2011,5,10,18,TD,2350,12470,998,30,1101,0001
AERE,2011,5,11,0,TD,2520,12610,996,30,1101,0001
AERE,2011,5,11,6,TD,2660,12760,996,30,1101,0001
AERE,2011,5,11,12,TD,2840,12960,997,30,1101,0001
AERE,2011,5,11,18,TD,3000,13200,997,30,1101,0001
AERE,2011,5,12,0,TD,3120,13460,998,30,1101,0001
SONGDA,2011,5,20,12,TD,830,14050,1002,25,1102,0002
SONGDA,2011,5,20,18,TD,840,13950,1002,25,1102,0002
SONGDA,2011,5,21,0,TD,860,13880,1000,30,1102,0002
SONGDA,2011,5,21,6,TD,880,13830,1000,30,1102,0002
SONGDA,2011,5,21,12,TD,910,13780,1000,30,1102,0002
SONGDA,2011,5,21,18,TS,940,13740,996,35,1102,0002
SONGDA,2011,5,22,0,TS,950,13700,995,40,1102,0002
SONGDA,2011,5,22,6,TS,970,13660,994,40,1102,0002
SONGDA,2011,5,22,12,TS,1010,13590,988,45,1102,0002
SONGDA,2011,5,22,18,STS,1050,13500,985,50,1102,0002
SONGDA,2011,5,23,0,STS,1080,13440,985,50,1102,0002
SONGDA,2011,5,23,6,STS,1120,13350,985,50,1102,0002
SONGDA,2011,5,23,12,STS,1150,13250,985,50,1102,0002
SONGDA,2011,5,23,18,STS,1160,13180,985,50,1102,0002
SONGDA,2011,5,24,0,STS,1200,13110,985,50,1102,0002
SONGDA,2011,5,24,6,STS,1230,13020,980,55,1102,0002
SONGDA,2011,5,24,12,STS,1240,12940,975,60,1102,0002
SONGDA,2011,5,24,18,T,1230,12860,965,70,1102,0002
SONGDA,2011,5,25,0,T,1230,12820,960,75,1102,0002
SONGDA,2011,5,25,6,ST,1260,12780,940,90,1102,0002
SONGDA,2011,5,25,12,ST,1310,12740,935,95,1102,0002
SONGDA,2011,5,25,18,ST,1380,12720,935,95,1102,0002
SONGDA,2011,5,26,0,SuperT,1470,12650,930,100,1102,0002
SONGDA,2011,5,26,6,SuperT,1560,12570,920,110,1102,0002
SONGDA,2011,5,26,12,SuperT,1620,12510,920,110,1102,0002
SONGDA,2011,5,26,18,SuperT,1720,12450,920,110,1102,0002
SONGDA,2011,5,27,0,SuperT,1810,12390,920,110,1102,0002
SONGDA,2011,5,27,6,SuperT,1930,12340,925,105,1102,0002
SONGDA,2011,5,27,12,SuperT,2040,12310,930,100,1102,0002
SONGDA,2011,5,27,18,ST,2150,12330,935,95,1102,0002
SONGDA,2011,5,28,0,ST,2300,12380,940,90,1102,0002
SONGDA,2011,5,28,6,ST,2480,12490,945,85,1102,0002
SONGDA,2011,5,28,12,T,2630,12660,950,80,1102,0002
SONGDA,2011,5,28,18,T,2860,12920,965,70,1102,0002
SONGDA,2011,5,29,0,STS,3070,13160,975,60,1102,0002
SARIKA,2011,6,9,6,TD,1540,11940,1002,25,1103,0003
SARIKA,2011,6,9,12,TD,1610,11860,1000,25,1103,0003
SARIKA,2011,6,9,18,TD,1730,11790,998,30,1103,0003
SARIKA,2011,6,10,0,TS,1890,11760,995,35,1103,0003
SARIKA,2011,6,10,6,TS,2020,11710,995,35,1103,0003
SARIKA,2011,6,10,12,TS,2130,11700,995,35,1103,0003
SARIKA,2011,6,10,18,TS,2260,11690,996,35,1103,0003
SARIKA,2011,6,11,0,TD,2360,11690,998,30,1103,0003
HAIMA,2011,6,18,12,TD,1510,12490,1004,25,1104,0004
HAIMA,2011,6,18,18,TD,1590,12450,1004,25,1104,0004
HAIMA,2011,6,19,0,TD,1690,12420,1002,30,1104,0004
HAIMA,2011,6,19,6,TD,1770,12350,1002,30,1104,0004
HAIMA,2011,6,19,12,TD,1900,12220,1000,30,1104,0004
HAIMA,2011,6,19,18,TD,1970,12090,1001,30,1104,0004
HAIMA,2011,6,20,0,TD,2000,11980,1001,30,1104,0004
HAIMA,2011,6,20,6,TD,2000,11890,1001,30,1104,0004
HAIMA,2011,6,20,12,TD,1970,11750,1000,30,1104,0004
HAIMA,2011,6,20,18,TD,1950,11670,998,30,1104,0004
HAIMA,2011,6,21,0,TD,1940,11630,998,30,1104,0004
HAIMA,2011,6,21,6,TD,1930,11590,998,30,1104,0004
HAIMA,2011,6,21,12,TD,1920,11540,997,30,1104,0004
HAIMA,2011,6,21,18,TD,1930,11480,995,30,1104,0004
HAIMA,2011,6,22,0,TS,1980,11400,992,35,1104,0004
HAIMA,2011,6,22,6,TS,2020,11330,988,40,1104,0004
HAIMA,2011,6,22,12,TS,2040,11310,985,45,1104,0004
HAIMA,2011,6,22,18,TS,2070,11250,985,45,1104,0004
HAIMA,2011,6,23,0,TS,2110,11170,985,45,1104,0004
HAIMA,2011,6,23,6,TS,2140,11100,986,40,1104,0004
HAIMA,2011,6,23,12,TS,2110,11010,988,35,1104,0004
HAIMA,2011,6,23,18,TS,2110,10910,988,35,1104,0004
HAIMA,2011,6,24,0,TS,2090,10850,986,40,1104,0004
HAIMA,2011,6,24,6,TS,2050,10740,985,40,1104,0004
HAIMA,2011,6,24,12,TS,2030,10640,986,40,1104,0004
HAIMA,2011,6,24,18,TD,2020,10530,992,30,1104,0004
HAIMA,2011,6,25,0,TD,2000,10430,993,25,1104,0004
HAIMA,2011,6,25,6,TD,1950,10370,993,25,1104,0004
MEARI,2011,6,21,12,TD,1180,13130,1002,25,1105,0005
MEARI,2011,6,21,18,TD,1290,13020,1000,25,1105,0005
MEARI,2011,6,22,0,TD,1360,12920,998,30,1105,0005
MEARI,2011,6,22,6,TS,1400,12870,995,35,1105,0005
MEARI,2011,6,22,12,TS,1430,12820,995,35,1105,0005
MEARI,2011,6,22,18,TS,1460,12780,995,35,1105,0005
MEARI,2011,6,23,0,TS,1550,12700,995,35,1105,0005
MEARI,2011,6,23,6,TS,1670,12700,992,40,1105,0005
MEARI,2011,6,23,12,TS,1790,12690,992,40,1105,0005
MEARI,2011,6,23,18,TS,1860,12640,992,40,1105,0005
MEARI,2011,6,24,0,TS,2060,12570,990,45,1105,0005
MEARI,2011,6,24,6,TS,2210,12560,988,45,1105,0005
MEARI,2011,6,24,12,STS,2380,12500,975,55,1105,0005
MEARI,2011,6,24,18,STS,2550,12420,975,55,1105,0005
MEARI,2011,6,25,0,STS,2700,12340,972,60,1105,0005
MEARI,2011,6,25,6,STS,2770,12330,972,60,1105,0005
MEARI,2011,6,25,12,STS,2930,12370,978,55,1105,0005
MEARI,2011,6,25,18,STS,3210,12460,980,55,1105,0005
MEARI,2011,6,26,0,STS,3510,12440,982,50,1105,0005
MEARI,2011,6,26,6,STS,3670,12300,982,50,1105,0005
MEARI,2011,6,26,12,STS,3720,12270,982,50,1105,0005
MEARI,2011,6,26,18,TS,3750,12300,985,40,1105,0005
MEARI,2011,6,27,0,TD,3850,12430,990,30,1105,0005
MA-ON,2011,7,11,12,TD,1810,15730,1006,25,1106,0006
MA-ON,2011,7,11,18,TD,1840,15660,1004,30,1106,0006
