Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
ORCHID,1987,1,8,12,TD,620,15080,1004,25,8701,0001
ORCHID,1987,1,8,18,TD,660,14990,1004,25,8701,0001
ORCHID,1987,1,9,0,TD,700,14890,1002,30,8701,0001
ORCHID,1987,1,9,6,TD,740,14760,1000,30,8701,0001
ORCHID,1987,1,9,12,TS,780,14630,997,35,8701,0001
ORCHID,1987,1,9,18,TS,830,14490,994,40,8701,0001
ORCHID,1987,1,10,0,TS,890,14340,989,45,8701,0001
ORCHID,1987,1,10,6,STS,940,14190,982,50,8701,0001
ORCHID,1987,1,10,12,STS,970,14040,975,60,8701,0001
ORCHID,1987,1,10,18,T,1000,13920,965,70,8701,0001
ORCHID,1987,1,11,0,ST,1020,13800,955,85,8701,0001
ORCHID,1987,1,11,6,ST,1040,13690,955,85,8701,0001
ORCHID,1987,1,11,12,ST,1070,13580,965,85,8701,0001
ORCHID,1987,1,11,18,T,1090,13490,980,75,8701,0001
ORCHID,1987,1,12,0,T,1110,13400,984,65,8701,0001
ORCHID,1987,1,12,6,T,1140,13330,980,65,8701,0001
ORCHID,1987,1,12,12,T,1170,13270,975,70,8701,0001
ORCHID,1987,1,12,18,T,1180,13210,980,65,8701,0001
ORCHID,1987,1,13,0,STS,1120,13160,990,50,8701,0001
ORCHID,1987,1,13,6,TS,1030,13110,992,45,8701,0001
ORCHID,1987,1,13,12,TS,920,13070,994,40,8701,0001
ORCHID,1987,1,13,18,TS,810,13040,997,35,8701,0001
ORCHID,1987,1,14,0,TD,700,13000,1002,25,8701,0001
PERCY,1987,4,10,12,TD,800,14380,1004,30,8702,0002
PERCY,1987,4,10,18,TD,860,14330,1004,30,8702,0002
PERCY,1987,4,11,0,TS,930,14290,1003,40,8702,0002
PERCY,1987,4,11,6,TS,990,14240,1000,40,8702,0002
PERCY,1987,4,11,12,TS,1030,14180,1002,35,8702,0002
PERCY,1987,4,11,18,TS,1070,14120,1002,35,8702,0002
PERCY,1987,4,12,0,TD,1090,14030,1006,30,8702,0002
PERCY,1987,4,12,6,TD,1120,13920,1006,30,8702,0002
PERCY,1987,4,12,12,TD,1140,13830,1006,25,8702,0002
PERCY,1987,4,12,18,TD,1150,13790,1006,25,8702,0002
PERCY,1987,4,13,0,TD,1160,13750,1006,25,8702,0002
RUTH,1987,6,18,0,TD,1880,11520,998,30,8703,0003
RUTH,1987,6,18,6,TD,1970,11440,998,30,8703,0003
RUTH,1987,6,18,12,TS,2040,11360,995,35,8703,0003
RUTH,1987,6,18,18,TS,2080,11270,995,35,8703,0003
RUTH,1987,6,19,0,TS,2130,11180,992,40,8703,0003
RUTH,1987,6,19,6,TS,2200,11080,990,45,8703,0003
RUTH,1987,6,19,12,TD,2260,10970,995,30,8703,0003
RUTH,1987,6,19,18,TD,2310,10850,998,25,8703,0003
RUTH,1987,6,20,0,TD,2330,10780,1000,25,8703,0003
SPERRY,1987,6,27,0,TD,1250,13740,1000,30,8704,0004
SPERRY,1987,6,27,6,TS,1290,13690,996,35,8704,0004
SPERRY,1987,6,27,12,TS,1330,13640,992,40,8704,0004
SPERRY,1987,6,27,18,TS,1380,13590,990,45,8704,0004
SPERRY,1987,6,28,0,STS,1440,13540,985,55,8704,0004
SPERRY,1987,6,28,6,STS,1490,13500,980,60,8704,0004
SPERRY,1987,6,28,12,STS,1550,13470,980,60,8704,0004
SPERRY,1987,6,28,18,STS,1610,13450,980,60,8704,0004
SPERRY,1987,6,29,0,T,1710,13410,975,65,8704,0004
SPERRY,1987,6,29,6,T,1830,13350,975,65,8704,0004
SPERRY,1987,6,29,12,STS,1960,13290,980,60,8704,0004
SPERRY,1987,6,29,18,STS,2080,13220,980,60,8704,0004
SPERRY,1987,6,30,0,STS,2200,13160,982,60,8704,0004
SPERRY,1987,6,30,6,STS,2340,13140,985,50,8704,0004
SPERRY,1987,6,30,12,STS,2490,13140,985,50,8704,0004
SPERRY,1987,6,30,18,TS,2660,13170,990,40,8704,0004
SPERRY,1987,7,1,0,TS,2820,13260,990,40,8704,0004
SPERRY,1987,7,1,6,TS,2980,13480,990,40,8704,0004
SPERRY,1987,7,1,12,TS,3100,13770,990,40,8704,0004
SPERRY,1987,7,1,18,TS,3200,14120,990,40,8704,0004
THELMA,1987,7,8,6,TD,1410,14730,1002,25,8705,0005
THELMA,1987,7,8,12,TD,1480,14570,1002,25,8705,0005
THELMA,1987,7,8,18,TD,1540,14400,1000,30,8705,0005
THELMA,1987,7,9,0,TS,1600,14240,996,45,8705,0005
THELMA,1987,7,9,6,TS,1640,14100,992,45,8705,0005
THELMA,1987,7,9,12,STS,1650,13970,985,50,8705,0005
THELMA,1987,7,9,18,STS,1660,13830,980,55,8705,0005
THELMA,1987,7,10,0,T,1700,13700,975,70,8705,0005
THELMA,1987,7,10,6,T,1740,13550,965,80,8705,0005
THELMA,1987,7,10,12,ST,1780,13400,960,85,8705,0005
THELMA,1987,7,10,18,ST,1800,13260,950,90,8705,0005
THELMA,1987,7,11,0,ST,1780,13130,940,95,8705,0005
THELMA,1987,7,11,6,SuperT,1780,13010,920,105,8705,0005
THELMA,1987,7,11,12,SuperT,1800,12890,910,110,8705,0005
THELMA,1987,7,11,18,SuperT,1760,12810,918,105,8705,0005
THELMA,1987,7,12,0,SuperT,1770,12740,920,100,8705,0005
THELMA,1987,7,12,6,SuperT,1790,12700,925,100,8705,0005
THELMA,1987,7,12,12,ST,1840,12660,930,95,8705,0005
THELMA,1987,7,12,18,ST,1910,12630,940,90,8705,0005
THELMA,1987,7,13,0,T,2010,12620,950,80,8705,0005
THELMA,1987,7,13,6,T,2100,12610,950,80,8705,0005
THELMA,1987,7,13,12,ST,2210,12560,942,85,8705,0005
THELMA,1987,7,13,18,ST,2350,12550,945,85,8705,0005
THELMA,1987,7,14,0,ST,2480,12500,945,85,8705,0005
THELMA,1987,7,14,6,ST,2600,12490,945,85,8705,0005
THELMA,1987,7,14,12,ST,2730,12490,945,85,8705,0005
THELMA,1987,7,14,18,ST,2840,12490,945,85,8705,0005
THELMA,1987,7,15,0,T,2980,12550,950,80,8705,0005
THELMA,1987,7,15,6,T,3180,12630,955,75,8705,0005
