Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
nameless,2006,3,4,6,TD,490,13820,1002,25,,0001
nameless,2006,3,4,12,TD,550,13810,1000,30,,0001
nameless,2006,3,4,18,TD,620,13800,1000,30,,0001
nameless,2006,3,5,0,TD,670,13780,1000,30,,0001
nameless,2006,3,5,6,TD,700,13750,1000,30,,0001
nameless,2006,3,5,12,TD,690,13790,1000,30,,0001
nameless,2006,3,5,18,TD,650,13810,1002,25,,0001
nameless,2006,3,6,0,TD,560,13760,1002,25,,0001
nameless,2006,3,6,6,TD,460,13670,1002,25,,0001
nameless,2006,3,6,12,TD,420,13570,1002,25,,0001
nameless,2006,3,6,18,TD,410,13500,1002,25,,0001
nameless,2006,3,7,0,TD,390,13410,1002,25,,0001
nameless,2006,3,7,6,TD,360,13290,1002,25,,0001
nameless,2006,3,7,12,TD,360,13100,1002,25,,0001
CHANCHU,2006,5,9,0,TD,840,13440,1002,25,0601,0002
CHANCHU,2006,5,9,6,TD,820,13300,1000,30,0601,0002
CHANCHU,2006,5,9,12,TS,830,13210,996,35,0601,0002
CHANCHU,2006,5,9,18,TS,860,13150,992,40,0601,0002
CHANCHU,2006,5,10,0,TS,910,13080,988,45,0601,0002
CHANCHU,2006,5,10,6,STS,970,12970,984,50,0601,0002
CHANCHU,2006,5,10,12,STS,1000,12930,980,55,0601,0002
CHANCHU,2006,5,10,18,STS,1030,12890,980,55,0601,0002
CHANCHU,2006,5,11,0,STS,1090,12810,980,55,0601,0002
CHANCHU,2006,5,11,6,STS,1150,12690,980,55,0601,0002
CHANCHU,2006,5,11,12,STS,1210,12570,980,55,0601,0002
CHANCHU,2006,5,11,18,STS,1240,12470,980,55,0601,0002
CHANCHU,2006,5,12,0,STS,1270,12370,980,55,0601,0002
CHANCHU,2006,5,12,6,STS,1300,12260,980,55,0601,0002
CHANCHU,2006,5,12,12,STS,1300,12180,980,55,0601,0002
CHANCHU,2006,5,12,18,STS,1300,12120,980,55,0601,0002
CHANCHU,2006,5,13,0,STS,1350,12050,975,60,0601,0002
CHANCHU,2006,5,13,6,T,1380,11950,970,65,0601,0002
CHANCHU,2006,5,13,12,T,1390,11890,970,65,0601,0002
CHANCHU,2006,5,13,18,T,1390,11820,970,65,0601,0002
CHANCHU,2006,5,14,0,T,1390,11750,965,70,0601,0002
CHANCHU,2006,5,14,6,T,1390,11670,960,75,0601,0002
CHANCHU,2006,5,14,12,ST,1390,11600,950,85,0601,0002
CHANCHU,2006,5,14,18,ST,1390,11550,940,95,0601,0002
CHANCHU,2006,5,15,0,SuperT,1410,11530,935,100,0601,0002
CHANCHU,2006,5,15,6,SuperT,1480,11520,935,100,0601,0002
CHANCHU,2006,5,15,12,SuperT,1530,11510,935,100,0601,0002
CHANCHU,2006,5,15,18,SuperT,1620,11500,935,100,0601,0002
CHANCHU,2006,5,16,0,ST,1690,11490,940,95,0601,0002
CHANCHU,2006,5,16,6,ST,1780,11490,945,90,0601,0002
CHANCHU,2006,5,16,12,ST,1870,11510,945,90,0601,0002
CHANCHU,2006,5,16,18,ST,1950,11520,945,90,0601,0002
CHANCHU,2006,5,17,0,ST,2050,11550,945,90,0601,0002
CHANCHU,2006,5,17,6,ST,2130,11600,950,85,0601,0002
CHANCHU,2006,5,17,12,T,2250,11670,955,80,0601,0002
CHANCHU,2006,5,17,18,T,2350,11710,965,70,0601,0002
CHANCHU,2006,5,18,0,STS,2440,11800,984,50,0601,0002
CHANCHU,2006,5,18,6,TS,2600,11930,1000,35,0601,0002
CHANCHU,2006,5,18,12,TD,2850,12130,1002,25,0601,0002
JELAWAT,2006,6,26,18,TD,1580,11600,998,30,0602,0003
JELAWAT,2006,6,27,0,TD,1660,11560,998,30,0602,0003
JELAWAT,2006,6,27,6,TD,1730,11480,998,30,0602,0003
JELAWAT,2006,6,27,12,TS,1800,11380,994,35,0602,0003
JELAWAT,2006,6,27,18,TS,1840,11270,990,40,0602,0003
JELAWAT,2006,6,28,0,TS,1900,11180,990,40,0602,0003
JELAWAT,2006,6,28,6,TS,1960,11120,994,35,0602,0003
JELAWAT,2006,6,28,12,TD,2010,11090,998,30,0602,0003
JELAWAT,2006,6,28,18,TD,2050,11070,998,30,0602,0003
JELAWAT,2006,6,29,0,TD,2110,11040,998,30,0602,0003
EWINIAR,2006,6,30,0,TD,620,13900,1000,25,0603,0004
EWINIAR,2006,6,30,6,TD,660,13860,1000,25,0603,0004
EWINIAR,2006,6,30,12,TD,700,13810,996,30,0603,0004
EWINIAR,2006,6,30,18,TS,750,13780,992,35,0603,0004
EWINIAR,2006,7,1,0,TS,840,13770,988,40,0603,0004
EWINIAR,2006,7,1,6,TS,940,13720,984,45,0603,0004
EWINIAR,2006,7,1,12,TS,1020,13680,984,45,0603,0004
EWINIAR,2006,7,1,18,TS,1070,13640,984,45,0603,0004
EWINIAR,2006,7,2,0,TS,1090,13590,984,45,0603,0004
EWINIAR,2006,7,2,6,TS,1120,13530,984,45,0603,0004
EWINIAR,2006,7,2,12,TS,1170,13490,984,45,0603,0004
EWINIAR,2006,7,2,18,STS,1210,13450,980,50,0603,0004
EWINIAR,2006,7,3,0,STS,1240,13440,975,60,0603,0004
EWINIAR,2006,7,3,6,T,1310,13440,965,70,0603,0004
EWINIAR,2006,7,3,12,T,1410,13410,960,75,0603,0004
EWINIAR,2006,7,3,18,T,1470,13350,955,80,0603,0004
EWINIAR,2006,7,4,0,ST,1530,13300,950,85,0603,0004
EWINIAR,2006,7,4,6,ST,1610,13250,945,90,0603,0004
EWINIAR,2006,7,4,12,ST,1680,13220,940,95,0603,0004
EWINIAR,2006,7,4,18,SuperT,1740,13150,935,100,0603,0004
EWINIAR,2006,7,5,0,SuperT,1790,13090,935,100,0603,0004
EWINIAR,2006,7,5,6,SuperT,1820,13010,935,100,0603,0004
EWINIAR,2006,7,5,12,ST,1850,12960,940,95,0603,0004
EWINIAR,2006,7,5,18,ST,1880,12920,945,90,0603,0004
EWINIAR,2006,7,6,0,ST,1920,12880,945,90,0603,0004
EWINIAR,2006,7,6,6,ST,1960,12850,945,90,0603,0004
EWINIAR,2006,7,6,12,ST,2010,12830,945,90,0603,0004
EWINIAR,2006,7,6,18,ST,2050,12790,945,90,0603,0004
EWINIAR,2006,7,7,0,ST,2080,12760,945,90,0603,0004
EWINIAR,2006,7,7,6,ST,2140,12740,945,90,0603,0004
EWINIAR,2006,7,7,12,ST,2200,12710,945,90,0603,0004
EWINIAR,2006,7,7,18,ST,2250,12670,945,90,0603,0004
EWINIAR,2006,7,8,0,ST,2320,12650,945,90,0603,0004
EWINIAR,2006,7,8,6,ST,2410,12630,950,85,0603,0004
EWINIAR,2006,7,8,12,T,2510,12610,955,80,0603,0004
EWINIAR,2006,7,8,18,T,2620,12590,955,80,0603,0004
EWINIAR,2006,7,9,0,T,2750,12580,960,80,0603,0004
EWINIAR,2006,7,9,6,T,2930,12580,965,75,0603,0004
EWINIAR,2006,7,9,12,T,3070,12580,970,70,0603,0004
EWINIAR,2006,7,9,18,T,3160,12570,975,65,0603,0004
EWINIAR,2006,7,10,0,STS,3360,12620,984,55,0603,0004
EWINIAR,2006,7,10,6,TS,3560,12660,992,45,0603,0004
EWINIAR,2006,7,10,12,TS,3710,12740,996,35,0603,0004
BILIS,2006,7,8,12,TD,1200,14080,998,25,0604,0005
BILIS,2006,7,8,18,TD,1220,13940,996,30,0604,0005
