Tropical Cyclone Best Track Data (post analysis)
熱帶氣旋最佳路徑數據(事後分析)
热带气旋最佳路径数据(事后分析)
Tropical Cyclone Name/熱帶氣旋名稱/热带气旋名称,Year/年/年,Month/月/月,Day/日/日,Time (UTC)/時間(協調世界時)/时间(协调世界时),Intensity/強度/强度,Latitude (0.01 degree N)/北緯(0.01度)/北纬(0.01度),Longitude (0.01 degree E)/東經(0.01度)/东经(0.01度),Estimated minimum central pressure (hPa)/估計最低中心氣壓(百帕斯卡)/估计最低中心气压(百帕斯卡),Estimated maximum surface winds (knot)/估計最高風速(海里)/估计最高风速(海里),JMA Code/JMA編號/JMA编号,HKO Code/HKO編號/HKO编号
nameless,1996,2,28,6,TD,850,12950,1000,30,9601,0001
nameless,1996,2,28,12,TD,910,12880,1000,30,9601,0001
nameless,1996,2,28,18,TD,950,12800,1000,30,9601,0001
nameless,1996,2,29,0,TD,980,12710,1000,30,9601,0001
nameless,1996,2,29,6,TD,1000,12620,1000,30,9601,0001
nameless,1996,2,29,12,TD,1020,12520,1000,30,9601,0001
nameless,1996,2,29,18,TD,1050,12390,1000,30,9601,0001
nameless,1996,3,1,0,TD,1080,12250,1000,30,9601,0001
nameless,1996,3,1,6,TD,1070,12170,1000,30,9601,0001
nameless,1996,3,1,12,TD,1050,12100,1000,30,9601,0001
ANN,1996,4,5,0,TD,1070,13530,1004,25,9602,0002
ANN,1996,4,5,6,TD,1070,13400,1000,30,9602,0002
ANN,1996,4,5,12,TD,1070,13270,1000,30,9602,0002
ANN,1996,4,5,18,TS,1070,13140,998,35,9602,0002
ANN,1996,4,6,0,TS,1070,13010,998,35,9602,0002
ANN,1996,4,6,6,TS,1080,12880,998,35,9602,0002
ANN,1996,4,6,12,TS,1090,12760,998,35,9602,0002
ANN,1996,4,6,18,TS,1090,12680,998,35,9602,0002
ANN,1996,4,7,0,TS,1110,12600,998,35,9602,0002
ANN,1996,4,7,6,TS,1140,12520,998,35,9602,0002
ANN,1996,4,7,12,TS,1180,12420,998,35,9602,0002
ANN,1996,4,7,18,TD,1200,12360,1000,30,9602,0002
ANN,1996,4,8,0,TD,1210,12330,1000,30,9602,0002
ANN,1996,4,8,6,TD,1210,12290,1000,30,9602,0002
BART,1996,5,10,6,TD,930,13690,1000,30,9603,0003
BART,1996,5,10,12,TD,1000,13540,1000,30,9603,0003
BART,1996,5,10,18,TD,1050,13390,1000,30,9603,0003
BART,1996,5,11,0,TS,1080,13280,998,35,9603,0003
BART,1996,5,11,6,TS,1110,13190,998,35,9603,0003
BART,1996,5,11,12,TS,1140,13100,994,40,9603,0003
BART,1996,5,11,18,TS,1180,13020,994,40,9603,0003
BART,1996,5,12,0,TS,1240,12940,990,45,9603,0003
BART,1996,5,12,6,STS,1300,12870,985,50,9603,0003
BART,1996,5,12,12,STS,1350,12820,985,50,9603,0003
BART,1996,5,12,18,STS,1400,12770,980,55,9603,0003
BART,1996,5,13,0,STS,1430,12730,975,60,9603,0003
BART,1996,5,13,6,T,1470,12690,970,65,9603,0003
BART,1996,5,13,12,T,1500,12650,965,70,9603,0003
BART,1996,5,13,18,T,1530,12610,955,80,9603,0003
BART,1996,5,14,0,ST,1570,12570,945,90,9603,0003
BART,1996,5,14,6,ST,1620,12540,945,90,9603,0003
BART,1996,5,14,12,ST,1670,12510,945,90,9603,0003
BART,1996,5,14,18,ST,1720,12490,945,90,9603,0003
BART,1996,5,15,0,ST,1770,12470,945,90,9603,0003
BART,1996,5,15,6,ST,1820,12470,945,90,9603,0003
BART,1996,5,15,12,ST,1860,12490,950,85,9603,0003
BART,1996,5,15,18,T,1900,12520,955,80,9603,0003
BART,1996,5,16,0,T,1940,12570,955,80,9603,0003
BART,1996,5,16,6,T,1980,12640,960,75,9603,0003
BART,1996,5,16,12,T,2000,12750,965,70,9603,0003
BART,1996,5,16,18,T,2040,12910,965,70,9603,0003
BART,1996,5,17,0,T,2120,13070,970,65,9603,0003
BART,1996,5,17,6,T,2240,13220,970,65,9603,0003
BART,1996,5,17,12,T,2350,13380,970,65,9603,0003
BART,1996,5,17,18,STS,2470,13540,980,55,9603,0003
BART,1996,5,18,0,STS,2590,13690,980,55,9603,0003
BART,1996,5,18,6,STS,2700,13850,980,55,9603,0003
CAM,1996,5,19,12,TD,1630,11340,1000,25,9604,0004
CAM,1996,5,19,18,TD,1660,11400,1000,25,9604,0004
CAM,1996,5,20,0,TD,1720,11480,998,30,9604,0004
CAM,1996,5,20,6,TD,1780,11550,998,30,9604,0004
CAM,1996,5,20,12,TS,1820,11600,996,35,9604,0004
CAM,1996,5,20,18,TS,1840,11630,996,35,9604,0004
CAM,1996,5,21,0,TS,1860,11650,996,35,9604,0004
CAM,1996,5,21,6,TS,1880,11680,996,35,9604,0004
CAM,1996,5,21,12,TS,1900,11720,996,35,9604,0004
CAM,1996,5,21,18,TS,1920,11770,996,35,9604,0004
CAM,1996,5,22,0,TS,1950,11840,996,35,9604,0004
